ID,NAME,CPU,MEM
1553470967,8030c344c3f3,peer1.org1.samtest.com,1.42%,68MiB
1553470967,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470967,72c2041ec279,orderer.samtest.com,0.03%,8.836MiB
1553470969,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,3.781MiB
1553470969,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,3.84MiB
1553470969,de7483e29e6b,peer0.org1.samtest.com,2.02%,68.16MiB
1553470969,8030c344c3f3,peer1.org1.samtest.com,2.08%,68.03MiB
1553470969,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470969,72c2041ec279,orderer.samtest.com,0.31%,8.84MiB
1553470971,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.082MiB
1553470971,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.137MiB
1553470971,de7483e29e6b,peer0.org1.samtest.com,1.50%,68.27MiB
1553470971,8030c344c3f3,peer1.org1.samtest.com,1.44%,68.12MiB
1553470971,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470971,72c2041ec279,orderer.samtest.com,0.01%,8.852MiB
1553470973,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.082MiB
1553470973,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.137MiB
1553470973,de7483e29e6b,peer0.org1.samtest.com,1.37%,68.27MiB
1553470973,8030c344c3f3,peer1.org1.samtest.com,1.37%,68.12MiB
1553470973,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470973,72c2041ec279,orderer.samtest.com,0.01%,8.852MiB
1553470975,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.44%,4.227MiB
1553470975,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.41%,4.285MiB
1553470975,de7483e29e6b,peer0.org1.samtest.com,4.01%,68.33MiB
1553470975,8030c344c3f3,peer1.org1.samtest.com,4.08%,68.19MiB
1553470975,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470975,72c2041ec279,orderer.samtest.com,0.30%,8.875MiB
1553470978,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.227MiB
1553470978,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.285MiB
1553470978,de7483e29e6b,peer0.org1.samtest.com,1.33%,68.35MiB
1553470978,8030c344c3f3,peer1.org1.samtest.com,1.31%,68.2MiB
1553470978,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470978,72c2041ec279,orderer.samtest.com,0.03%,8.875MiB
1553470980,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.227MiB
1553470980,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.285MiB
1553470980,de7483e29e6b,peer0.org1.samtest.com,1.37%,68.35MiB
1553470980,8030c344c3f3,peer1.org1.samtest.com,1.30%,68.2MiB
1553470980,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470980,72c2041ec279,orderer.samtest.com,0.01%,8.875MiB
1553470982,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.38%,4.398MiB
1553470982,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.55%,4.445MiB
1553470982,de7483e29e6b,peer0.org1.samtest.com,5.30%,68.44MiB
1553470982,8030c344c3f3,peer1.org1.samtest.com,4.41%,68.29MiB
1553470982,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470982,72c2041ec279,orderer.samtest.com,0.58%,8.875MiB
1553470984,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.398MiB
1553470984,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.445MiB
1553470984,de7483e29e6b,peer0.org1.samtest.com,1.48%,68.44MiB
1553470984,8030c344c3f3,peer1.org1.samtest.com,1.49%,68.29MiB
1553470984,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470984,72c2041ec279,orderer.samtest.com,0.01%,8.875MiB
1553470986,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.398MiB
1553470986,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.445MiB
1553470986,de7483e29e6b,peer0.org1.samtest.com,1.38%,68.44MiB
1553470986,8030c344c3f3,peer1.org1.samtest.com,1.41%,68.29MiB
1553470986,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470986,72c2041ec279,orderer.samtest.com,0.01%,8.875MiB
1553470988,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.69%,4.633MiB
1553470988,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.68%,4.688MiB
1553470988,de7483e29e6b,peer0.org1.samtest.com,5.58%,68.45MiB
1553470988,8030c344c3f3,peer1.org1.samtest.com,4.98%,68.43MiB
1553470988,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470988,72c2041ec279,orderer.samtest.com,0.47%,8.879MiB
1553470990,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.633MiB
1553470990,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.688MiB
1553470990,de7483e29e6b,peer0.org1.samtest.com,1.08%,68.45MiB
1553470990,8030c344c3f3,peer1.org1.samtest.com,1.18%,68.43MiB
1553470990,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470990,72c2041ec279,orderer.samtest.com,0.01%,8.879MiB
1553470992,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.633MiB
1553470992,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.688MiB
1553470992,de7483e29e6b,peer0.org1.samtest.com,1.16%,68.45MiB
1553470992,8030c344c3f3,peer1.org1.samtest.com,1.14%,68.43MiB
1553470992,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470992,72c2041ec279,orderer.samtest.com,0.01%,8.879MiB
1553470994,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.58%,4.656MiB
1553470994,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.64%,4.699MiB
1553470994,de7483e29e6b,peer0.org1.samtest.com,5.77%,68.5MiB
1553470994,8030c344c3f3,peer1.org1.samtest.com,5.39%,68.48MiB
1553470994,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470994,72c2041ec279,orderer.samtest.com,0.45%,8.895MiB
1553470996,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.656MiB
1553470996,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.699MiB
1553470996,de7483e29e6b,peer0.org1.samtest.com,1.61%,68.5MiB
1553470996,8030c344c3f3,peer1.org1.samtest.com,1.52%,68.48MiB
1553470996,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470996,72c2041ec279,orderer.samtest.com,0.01%,8.895MiB
1553470998,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.656MiB
1553470998,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.699MiB
1553470998,de7483e29e6b,peer0.org1.samtest.com,1.14%,68.5MiB
1553470998,8030c344c3f3,peer1.org1.samtest.com,1.14%,68.48MiB
1553470998,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553470998,72c2041ec279,orderer.samtest.com,0.02%,8.895MiB
1553471000,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.39%,4.68MiB
1553471000,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.42%,4.727MiB
1553471000,de7483e29e6b,peer0.org1.samtest.com,4.26%,68.53MiB
1553471000,8030c344c3f3,peer1.org1.samtest.com,4.06%,68.5MiB
1553471000,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471000,72c2041ec279,orderer.samtest.com,0.51%,8.895MiB
1553471002,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.68MiB
1553471002,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.727MiB
1553471002,de7483e29e6b,peer0.org1.samtest.com,1.07%,68.53MiB
1553471002,8030c344c3f3,peer1.org1.samtest.com,1.15%,68.5MiB
1553471002,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471002,72c2041ec279,orderer.samtest.com,0.01%,8.895MiB
1553471004,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.68MiB
1553471004,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.727MiB
1553471004,de7483e29e6b,peer0.org1.samtest.com,1.52%,68.53MiB
1553471004,8030c344c3f3,peer1.org1.samtest.com,1.47%,68.5MiB
1553471004,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471004,72c2041ec279,orderer.samtest.com,0.02%,8.895MiB
1553471006,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.12%,4.719MiB
1553471006,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.21%,4.742MiB
1553471006,de7483e29e6b,peer0.org1.samtest.com,1.86%,68.57MiB
1553471006,8030c344c3f3,peer1.org1.samtest.com,1.46%,68.54MiB
1553471006,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471006,72c2041ec279,orderer.samtest.com,0.55%,8.898MiB
1553471008,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.719MiB
1553471008,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.742MiB
1553471008,de7483e29e6b,peer0.org1.samtest.com,1.29%,68.57MiB
1553471008,8030c344c3f3,peer1.org1.samtest.com,1.29%,68.54MiB
1553471008,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471008,72c2041ec279,orderer.samtest.com,0.00%,8.898MiB
1553471010,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.719MiB
1553471010,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.742MiB
1553471010,de7483e29e6b,peer0.org1.samtest.com,1.22%,68.57MiB
1553471010,8030c344c3f3,peer1.org1.samtest.com,1.22%,68.54MiB
1553471010,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471010,72c2041ec279,orderer.samtest.com,0.14%,8.898MiB
1553471012,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.734MiB
1553471012,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.781MiB
1553471012,de7483e29e6b,peer0.org1.samtest.com,1.54%,68.59MiB
1553471012,8030c344c3f3,peer1.org1.samtest.com,1.49%,68.58MiB
1553471012,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471012,72c2041ec279,orderer.samtest.com,0.01%,8.898MiB
1553471014,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.734MiB
1553471014,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.781MiB
1553471014,de7483e29e6b,peer0.org1.samtest.com,1.27%,68.59MiB
1553471014,8030c344c3f3,peer1.org1.samtest.com,1.30%,68.58MiB
1553471014,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471014,72c2041ec279,orderer.samtest.com,0.00%,8.898MiB
1553471016,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.734MiB
1553471016,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.781MiB
1553471016,de7483e29e6b,peer0.org1.samtest.com,1.92%,68.59MiB
1553471016,8030c344c3f3,peer1.org1.samtest.com,1.81%,68.58MiB
1553471016,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471016,72c2041ec279,orderer.samtest.com,0.25%,8.898MiB
1553471018,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.738MiB
1553471018,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.789MiB
1553471018,de7483e29e6b,peer0.org1.samtest.com,1.16%,68.61MiB
1553471018,8030c344c3f3,peer1.org1.samtest.com,1.23%,68.61MiB
1553471018,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471018,72c2041ec279,orderer.samtest.com,0.00%,9.078MiB
1553471020,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.738MiB
1553471020,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.789MiB
1553471020,de7483e29e6b,peer0.org1.samtest.com,1.50%,68.61MiB
1553471020,8030c344c3f3,peer1.org1.samtest.com,1.58%,68.62MiB
1553471020,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471020,72c2041ec279,orderer.samtest.com,0.00%,9.078MiB
1553471022,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.738MiB
1553471022,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.789MiB
1553471022,de7483e29e6b,peer0.org1.samtest.com,1.73%,68.61MiB
1553471022,8030c344c3f3,peer1.org1.samtest.com,1.72%,68.62MiB
1553471022,a3f82bf52fff,ca.org1.samtest.com,0.02%,4.66MiB
1553471022,72c2041ec279,orderer.samtest.com,0.31%,9.293MiB
1553471024,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.871MiB
1553471024,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.949MiB
1553471024,de7483e29e6b,peer0.org1.samtest.com,1.09%,68.68MiB
1553471024,8030c344c3f3,peer1.org1.samtest.com,1.17%,68.63MiB
1553471024,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471024,72c2041ec279,orderer.samtest.com,0.00%,9.504MiB
1553471026,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.871MiB
1553471026,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.949MiB
1553471026,de7483e29e6b,peer0.org1.samtest.com,1.22%,68.68MiB
1553471026,8030c344c3f3,peer1.org1.samtest.com,1.19%,68.63MiB
1553471026,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471026,72c2041ec279,orderer.samtest.com,0.00%,9.504MiB
1553471028,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,4.871MiB
1553471028,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,4.949MiB
1553471028,de7483e29e6b,peer0.org1.samtest.com,1.45%,68.68MiB
1553471028,8030c344c3f3,peer1.org1.samtest.com,1.50%,68.63MiB
1553471028,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471028,72c2041ec279,orderer.samtest.com,0.26%,9.504MiB
1553471030,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.035MiB
1553471030,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.125MiB
1553471030,de7483e29e6b,peer0.org1.samtest.com,1.39%,68.71MiB
1553471030,8030c344c3f3,peer1.org1.samtest.com,1.38%,68.64MiB
1553471030,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471030,72c2041ec279,orderer.samtest.com,0.00%,9.512MiB
1553471032,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.035MiB
1553471032,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.125MiB
1553471032,de7483e29e6b,peer0.org1.samtest.com,1.07%,68.71MiB
1553471032,8030c344c3f3,peer1.org1.samtest.com,1.05%,68.64MiB
1553471032,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471032,72c2041ec279,orderer.samtest.com,0.01%,9.512MiB
1553471034,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.035MiB
1553471034,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.125MiB
1553471034,de7483e29e6b,peer0.org1.samtest.com,1.79%,68.84MiB
1553471034,8030c344c3f3,peer1.org1.samtest.com,1.82%,68.66MiB
1553471034,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471034,72c2041ec279,orderer.samtest.com,0.29%,9.523MiB
1553471036,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.223MiB
1553471036,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.305MiB
1553471036,de7483e29e6b,peer0.org1.samtest.com,1.23%,68.73MiB
1553471036,8030c344c3f3,peer1.org1.samtest.com,1.14%,68.7MiB
1553471036,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471036,72c2041ec279,orderer.samtest.com,0.00%,9.523MiB
1553471038,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.223MiB
1553471038,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.305MiB
1553471038,de7483e29e6b,peer0.org1.samtest.com,1.41%,68.73MiB
1553471038,8030c344c3f3,peer1.org1.samtest.com,1.36%,68.71MiB
1553471038,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471038,72c2041ec279,orderer.samtest.com,0.00%,9.523MiB
1553471040,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.46%,5.406MiB
1553471040,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.19%,5.398MiB
1553471040,de7483e29e6b,peer0.org1.samtest.com,3.71%,68.74MiB
1553471040,8030c344c3f3,peer1.org1.samtest.com,4.10%,68.84MiB
1553471040,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471040,72c2041ec279,orderer.samtest.com,0.34%,9.539MiB
1553471042,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.406MiB
1553471042,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.469MiB
1553471042,de7483e29e6b,peer0.org1.samtest.com,1.19%,68.74MiB
1553471042,8030c344c3f3,peer1.org1.samtest.com,1.21%,68.71MiB
1553471042,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471042,72c2041ec279,orderer.samtest.com,0.01%,9.543MiB
1553471044,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.406MiB
1553471044,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.469MiB
1553471044,de7483e29e6b,peer0.org1.samtest.com,1.26%,68.74MiB
1553471044,8030c344c3f3,peer1.org1.samtest.com,1.35%,68.71MiB
1553471044,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471044,72c2041ec279,orderer.samtest.com,0.00%,9.543MiB
1553471046,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.51%,5.461MiB
1553471046,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.51%,5.52MiB
1553471046,de7483e29e6b,peer0.org1.samtest.com,5.10%,68.77MiB
1553471046,8030c344c3f3,peer1.org1.samtest.com,5.05%,68.74MiB
1553471046,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471046,72c2041ec279,orderer.samtest.com,0.55%,9.543MiB
1553471048,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.461MiB
1553471048,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.52MiB
1553471048,de7483e29e6b,peer0.org1.samtest.com,1.46%,68.77MiB
1553471048,8030c344c3f3,peer1.org1.samtest.com,1.49%,68.74MiB
1553471048,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471048,72c2041ec279,orderer.samtest.com,0.00%,9.543MiB
1553471051,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.461MiB
1553471051,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.52MiB
1553471051,de7483e29e6b,peer0.org1.samtest.com,1.25%,68.77MiB
1553471051,8030c344c3f3,peer1.org1.samtest.com,1.30%,68.74MiB
1553471051,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471051,72c2041ec279,orderer.samtest.com,0.00%,9.543MiB
1553471053,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.40%,5.469MiB
1553471053,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.36%,5.527MiB
1553471053,de7483e29e6b,peer0.org1.samtest.com,3.89%,68.78MiB
1553471053,8030c344c3f3,peer1.org1.samtest.com,3.50%,68.75MiB
1553471053,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471053,72c2041ec279,orderer.samtest.com,0.67%,9.547MiB
1553471055,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.469MiB
1553471055,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.527MiB
1553471055,de7483e29e6b,peer0.org1.samtest.com,1.23%,68.79MiB
1553471055,8030c344c3f3,peer1.org1.samtest.com,1.17%,68.75MiB
1553471055,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471055,72c2041ec279,orderer.samtest.com,0.00%,9.547MiB
1553471057,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.469MiB
1553471057,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.527MiB
1553471057,de7483e29e6b,peer0.org1.samtest.com,1.30%,68.79MiB
1553471057,8030c344c3f3,peer1.org1.samtest.com,1.29%,68.75MiB
1553471057,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471057,72c2041ec279,orderer.samtest.com,0.00%,9.547MiB
1553471059,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.21%,5.48MiB
1553471059,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.27%,5.535MiB
1553471059,de7483e29e6b,peer0.org1.samtest.com,1.69%,68.8MiB
1553471059,8030c344c3f3,peer1.org1.samtest.com,1.35%,68.75MiB
1553471059,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471059,72c2041ec279,orderer.samtest.com,0.40%,9.555MiB
1553471061,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.48MiB
1553471061,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.535MiB
1553471061,de7483e29e6b,peer0.org1.samtest.com,1.35%,68.8MiB
1553471061,8030c344c3f3,peer1.org1.samtest.com,1.40%,68.75MiB
1553471061,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
1553471061,72c2041ec279,orderer.samtest.com,0.00%,9.555MiB
1553471063,8a0876e06ef7,samtest-peer1.org1.samtest.com-samtest-service-3.21,0.00%,5.48MiB
1553471063,26f7d86706ab,samtest-peer0.org1.samtest.com-samtest-service-3.21,0.00%,5.535MiB
1553471063,de7483e29e6b,peer0.org1.samtest.com,1.16%,68.8MiB
1553471063,8030c344c3f3,peer1.org1.samtest.com,1.24%,68.76MiB
1553471063,a3f82bf52fff,ca.org1.samtest.com,0.00%,4.66MiB
